idx	wav	ground_truth	recognized	duration
255	files/05afb29b114a9d02cdead2913e2b30fb.wav	афина приложение сверни	афина приложение сверни	1.693
256	files/57d357220da7a78b6b9d0d1fc3aca158.wav	афина предыдущая	афина предыдущая	1.5719375
257	files/de16f23b88a5d7e82125d03c5cf51e02.wav	джой набери окси	джой набери окси	2.0315
258	files/fc9a2f13dfcb3f2c493ff67adedaae8f.wav	салют набери руслана	салют набери руслана	2.0065
259	files/6c7d356dbf55f6d48beab365b8db5b41.wav	джой следующая	джой следующая	1.3603125
260	files/3b7be8ecbbe5daf7ff52e42d2c9fa12e.wav	джой набери оксану сергеевну	джой набери оксану сергеевну	2.2721875
261	files/5c4ded856c6c34c086dd2bdc3ac6c8ea.wav	салют вызов лихачевой	салют вызов лихачевой	2.6554375
262	files/44ed0337886cddb41cf995923acc1aca.wav	салют выйти из сценария	проблем	1.5221875
263	files/38acb56a5399f09871e6f32b4b03338c.wav	сбер сворачивай	сбер сворачивай	1.741625
264	files/83ba03bb3e08ad68605add15369e28d0.wav	салют вперед	салют вперёд	1.601375
265	files/6d2ed853b65c68b83875a5615d7069c9.wav	салют выйти из приложения	салют выйти из приложения	1.826375
266	files/1e1ef904abf4433ff2ff4f3482cfc769.wav	сбер вызов ашоту	сбер вызов ашоту	2.2839375
267	files/585c2c99b73d032c6799711237683e41.wav	афина хватит	афина хватит	1.2050625
268	files/c9726887c26a3cb44e710d0e2fd1346f.wav	сбер перезвони василевскому	сбер перезвони василевскому	2.7576875
269	files/5512df7caf7c1417b8ceae688ee347c4.wav	афина закройся	афина закройся	1.8028125
270	files/5463033113ec14d87ac2e357ef1b8dcb.wav	сбер караоке	сбер караоке	1.2933124999999999
271	files/0192e66795baa09424efbac5710f6992.wav	афина прекрати	афина прекрати	1.2546875
272	files/54ff0014607c05c05eae919c00ccc2f8.wav	салют следующий трек	салют следующий трек	1.4671875
273	files/ed06ba288a40decedf6b1d9eec81bd45.wav	афина позвони гусеву	афина позвони гусю	2.0124375
274	files/d79fb315e490ff3dcab4447b754ded31.wav	сбер перезвони дмитрию ирековичу ковалеву	сбер перезвони дмитрию ирековичу ковалеву	3.639625
275	files/90f110583f171e8f626e8addb997694a.wav	сбер закрой приложение	сбер закрой приложение	2.2160625
276	files/f22fc20b8d5ceb1e125741d174159953.wav	джой позвони анне владимировне	джой позвони анне владимировне	2.707875
277	files/10a8b64053dd978ebbfca6b464ab1abe.wav	салют набери ильдара викторовича	салют набери ильдара викторовича	2.498
278	files/e15dc930a98c0e0cc2bcb7a23839a981.wav	сбер перезвони ольге владимировне хуснутдиновой	сбер перезвони ольге владимировне хуснатдиновой	4.5190625
279	files/8df40f8ea1035ceec37735ae094fbc52.wav	джой набери дениса геннадьевича	джой набери дениса геннадьевича	2.106375
280	files/cdfc5b457b79de4efcab119f6d54d8b9.wav	сбер позвони леонтьевой	сбер позвони леонтьевой	1.746125
281	files/d3dfc6931936ff7f03f53f423ce2362b.wav	салют назад	салют назад	1.5141875
282	files/dde8e3140b16a98a948a05f9a58370bc.wav	афина набери комарову	афина набери комарову	1.6011875
283	files/7d634ad71785f461254c3da620c8fa14.wav	сбер набери наталью юрьевну григоренко	сбер набери наталью юрьевну григоренко	2.4975625
284	files/b999e813f4df6fae5e16cccb86994428.wav	сбер повтори	сбер повтори	1.01525
285	files/fae7feca93f4b22a73334d7390b5467c.wav	джой набери валентину ивановну	джой набери валентину ивановну	2.0663125
286	files/f8898d8c0c861a36e0ea9b38068e7d4d.wav	салют перезвони валентине викторовне голубцовой	салют перезвони валентине викторовне голубцовой	3.010625
287	files/79090ee90c03208b9cc6335107b70b45.wav	сбер покажи текст песни	сбер покажи текст песни	1.9339374999999999
288	files/28125b79bd848b099ad0bc8b28461738.wav	джой набери склярову	джой набери склярова	1.7265000000000001
289	files/a93e5e96484e21d17860459437dc773b.wav	салют звонок анастасии	салют звонок с анастасии	2.1271875
290	files/db98e6389f048330f6736e33aac8ebfc.wav	сбер набери мадину хореву	сбер набери мадина хорио	2.060375
291	files/42cb572c157eea25cb76a5646ec98ba2.wav	джой набери крючкову	джой набери крючкову	1.6828750000000001
292	files/c7990787f2d693068b5b0d813e488c6a.wav	сбер стоп	сбер стоп	1.4119375
293	files/59a1736f54b4914e3ce5dbca9c65748c.wav	джой набери жанку шалыгину	джой набери жанку шалыгину	2.2150625
294	files/8b56c2deeacc3f2c81e2ba34e5716271.wav	салют выйти из приложения	салют выйти из приложения	1.8333125
295	files/3ee5eb18aad1639b77a920759f1eeb86.wav	сбер вызов сергею анатольевичу	сбер вызов сергею анатольевичу	2.862
296	files/0f41314a5c6ac9f4907f1c5eb74a3ff0.wav	салют набери дрона быкова	салют набери дрона быкова	2.0969375
297	files/739494a2866ded10839d8d97061f3988.wav	салют не нравится	салют не нравится	1.208875
298	files/2d11a22f8aadddd5e79b741a333b8002.wav	салют набери наталью федотову	салют набери наталью федотову	2.0181875
299	files/2a6f80a337863c0810f326ae24d35446.wav	джой выйти из приложения	джой выйти из приложения	1.9100625
300	files/cef7057a72ab0c1fcdc78b4cb636bcf8.wav	джой повтор	джой повтор	1.235125
301	files/29fbbb068d24e941c741d7938bb449cf.wav	афина выйти из приложения	афина выйти из приложения	1.7215
302	files/1b7ea8da36ba08f5c84d41f27320f1b2.wav	салют приложение сверни	салют приложение сверни	2.34425
303	files/619124946efa3b3ad6b680bc874c2983.wav	афина сворачивай	афина сворачивай	1.8939374999999998
304	files/5f0150a7338678c5b9a46c58325b9f3b.wav	афина завершить навык	афина завершить навык	2.172875
305	files/e9ba64a01ffc82140bd82212e373d981.wav	джой играть сначала	джой играть сначала	1.4065625
306	files/e54d56ece14ca1a2ec889bc86b9d89cc.wav	салют повтор	салют повтор	1.2415625
307	files/c6482a720f5a40135bfc45a0d49219a4.wav	джой выйди из приложения	джой выйди из приложения	2.2165625
308	files/7071f278da55984d565af8e7f2d40841.wav	афина сворачивай приложение	афина сворачивай приложение	2.4202500000000002
309	files/79ed78474cb622a804f4b1804962fb13.wav	сбер набери кулика	сбер набери кулика	1.5415625
310	files/afc93afd25513a78d3e29838624619f3.wav	афина перемотка	афина перемотка	1.5834375
311	files/289ab0d7a3645c7dfc4d42e02dfb0e3b.wav	джой перемотка	джой перемотка	1.6767500000000002
312	files/aa4711795a2d9dbbe3a1adad608c93fe.wav	салют предыдущая	салют предыдущая	1.80075
313	files/087e7452b324ed231a2dfa01457f29cc.wav	афина выключи	афина выключи	1.291875
314	files/72ac3c871127b2ea37174819f9985423.wav	салют выйти из сценария	салют выйти из сценария	1.7405625
315	files/7dadeb35506aac16dd811e9b7d425e68.wav	салют перезвони андрюхе	салют перезвони андрюхе	2.264875
316	files/513c60b8df9ca903c69887777f234e14.wav	афина звонок субботину	афина звонок в субботину	1.8175625
317	files/f364af57afbded3ad2ab91e695f2ca9f.wav	салют набери сергея андреевича	салют набери сергея андреевича	2.1876875
318	files/58bc8e550bc405be294b851d72a53607.wav	салют предыдущий трек	салют предыдущий трек	1.9836874999999998
319	files/00a86763f9cb3a97cea8507c8d9737ef.wav	салют позвони владимиру петровичу	салют позвони владимиру петровичу	2.294625
320	files/7c97dfdd87b0207dd835ce06a129b003.wav	салют дизлайк	салют дизлайк	1.204625
321	files/2d4b0746ad28cc0ac4f9c3a71464b543.wav	сбер выйди	сбер выйди	1.3760625
322	files/b89fb0e648ca3d3be58468490cfcf27d.wav	сбер набери ксюху	сбер набери ксюху	1.8131875
323	files/6dacae413944f911f0d24106de6b3ec1.wav	салют не нравится	салют не нравится	1.5295
324	files/5335f0070b4f4e995bfbb2c111568f7c.wav	афина набери светлану	афина набери светлану	1.8876249999999999
325	files/88cbd249a7e39f14ff21b92016910c0e.wav	сбер набери дрона грачева	сбер набери дрона грачева	2.476
326	files/f49f0141b0c960eba1155652b213e54a.wav	джой набери веру	джой набери веру	1.296
327	files/c16417a01fa25b7e07c7e8c6928aa388.wav	сбер не нравится	сбер не нравится	1.2630625
328	files/94c1d721ab8fa93f2369e7a605ed09eb.wav	афина какие виды португальские колонии ты знаешь	афина какие виды португальские колонии ты знаешь	3.9229374999999997
329	files/3aa5c268c83e7ea7efb490518fe7c669.wav	джой не видно баланса карты	джой не видно баланса карты	2.450375
330	files/95ffe8266dfaf414711806d4b2f33cd1.wav	афина включи уведомления в телефоне по карте	афина включи уведомления в телефоне по карте	4.3986875
331	files/6aeb0bc0a036bb57200a602fbdcad89c.wav	салют когда возник новомосковский административный округ	салют когда возник новомосковский административный округ	4.8633125
332	files/bb16e76d9e43da80f14848285b0d74f4.wav	джой включи телеканал курай	джой включи телеканал курай	3.233875
333	files/0043592661b915d774bc17e89fd695de.wav	салют сколько предприятий являются клиентами сбера	салют сколько предприятий являются клиентами сбера	4.4455
334	files/1ad71a1845e05b2f63cc8c98f4098ddd.wav	афина запустить телеканал лдпр тв	афина запустить телеканал лдпр тв	4.167875
335	files/269e7ca24e53d070659082cc359af749.wav	салют второе воскресенье апреля это какое число	салют второе воскресенье апреля это какое число	4.072
336	files/12fafb056ff80e6fc258f1adcc221c69.wav	афина здравствуйте помогите подключить быстрый платеж	афина здравствуйте помогите подключить быстрый платёж	4.99875
337	files/ebbb5c2b747573edc277a564865a60db.wav	салют заплати на рт но иркутск	салют заплати на рт но иркутск	3.7664375
338	files/93d8aad0368f872b4b4d20316cdb617d.wav	салют хочу стать политиком	салют хочу стать политиком	2.9351875
339	files/36e441e6396da55ef60bcd7efd057465.wav	афина что сводится на нет особенностями хозяйственного механизма акс	афина что сводится на нет особенностями хозяйственного механизма акс	6.117625
340	files/78e5e3f6c18fc6cdd569ea0daa14bfd5.wav	сбер какая валюта в узбекистане	сбер какая валюта в узбекистане	3.29425
341	files/024dcfdacd238fdc87d8faac235df377.wav	джой ты когда нибудь сможешь простить меня	джой ты когда-нибудь сможешь простить меня	2.89425
342	files/cb496e85014bab04731bbdd6a45386e5.wav	сбер показать канал в гостях у сказки	сбер показать канал в гостях у сказки	3.0100625
343	files/a86d465044b9eae84347caa183f8deb2.wav	джой сберовские котики	джой сберовские котики	2.6379375
344	files/e336809d9c1b6d142e6a43653be924a7.wav	салют можно использовать бонусы для связи мтс	салют можно использовать бонусы для связи мтс	5.156125
345	files/fdf4d2acbe24c40c77109659306579ab.wav	сбер это моя машина	сбер это моя машина	2.2694375
346	files/b10895ebf96496878368cf565dbf4fd3.wav	афина в таиланде евро	афина в таиланде евро	1.9833124999999998
347	files/d4cd0598ecf1e685b25e48c3e936e19d.wav	сбер привет сколько сейчас времени	сбер привет сколько сейчас времени	2.66925
348	files/f5f55d384e6ff13d4566c018ed126cc8.wav	джой какое самое глубокое озеро в мире	джой какое самое глубокое озеро в мире	3.6381875
349	files/86cda925ded411ffb52fc626eead35bd.wav	салют оставить заявку на кредит	салют оставить заявку на кредит	3.4450625
350	files/0e4f06ab31e95bc236246f3e8aefa71d.wav	афина какая валюта используется в городе ростов на дону	афина какая валюта используется в городе ростов на дону	4.2294375
351	files/f8de1890e40b4426fc0890de4ada8095.wav	салют какое ограничение по возрасту у форсаж три	салют какое ограничение по возрасту у форсаж три	4.2505
352	files/f7302deda7b3185230d6bbaa27b33eb4.wav	джой веб сайт чемпионат испании по футболу	джой веб-сайт чемпионат испании по футболу	4.119875
353	files/de3b88eb6650c2818926bcade4105700.wav	афина тик ток компилейшионс	афина тик ток компилейшенс	3.4946875
354	files/62247e9a832bc86c34e6cfe9ba71a129.wav	джой сообщила пароль от карты мошенникам	джой сообщила пароль от карты мошенникам	4.5061875
355	files/779515ad1ddfc405fa40b134c0ffe153.wav	афина включи музыку из жанра классика	афина включи музыку из жанра классика	3.156375
356	files/fbce71aeba9a47c90f723033a2def627.wav	афина здравствуйте как узнать счет получателя карты сбербанка	афина здравствуйте как узнать счёт получателя карты сбербанка	5.71575
357	files/848ba8ea61579184752cd3d4ae382a6d.wav	салют найди мне мастера по наращиванию ресниц и забронируй место	салют найди мне мастера по наращиванию ресниц и забронируй место	5.226875
358	files/c6348b9981e44f656507aeeced9d51aa.wav	афина помощь в получении кредита	афина помощь в получении кредита	3.616375
359	files/2d3273bab54b474949ed20c96a9da0d0.wav	афина как можно познакомиться с твоей девушкой	афина как можно познакомиться с твоей девушкой	4.16725
360	files/617a2a4441b5096ff4ab824f4e4620dd.wav	афина брать ли дождевик	афина брать ли дождевик	2.333125
361	files/6c4c5740a4f3811a8114ac4920c18bc9.wav	салют заветная мечта кирсановой светланы	салют заветная мечта кирсановой светланы	3.951375
362	files/2b421e7bb7fa3f7131599da852c4cb0a.wav	афина пойдет ли снег сегодня	афина пойдёт ли снег сегодня	3.0901875
363	files/4b3e782e2f6465f2bd0bd90d6d16b30f.wav	джой сериал друзья девяностые	джой сериал друзья девяностые	2.6723125
364	files/930ce75e66bd59c76b2b9f61f65bb5b4.wav	сбер где упоминается бальзамирование	сбер где упоминается бальзамирование	3.3039375
365	files/5940d5864a8cd8db3a1397b347f05deb.wav	салют довольно хорошо	салют довольно хорошо	2.3161875
366	files/83dad0124d36a77e8f306c8d762c49b6.wav	сбер что такое лос аламосская национальная лаборатория	сбер что такое лос аламосская национальная лаборатория	5.6775
367	files/5062b139d504cf7cde4846138d5eca30.wav	сбер переведи пожалуйста десять рублей с моего телефона моей коллеге ира сенькова	сбер переведи пожалуйста десять рублей с моего телефона моей коллеге ира синькова	7.6410625
368	files/1822d928fb7622b2d9ec8342d05010f0.wav	джой почему в японии женщинам не дают готовить суши	джой почему в японии женщинам не дают готовить суши	4.286625
369	files/beea9a7bd6e26a63482183b9af1af612.wav	сбер запиши меня на наращивание ресниц куда нибудь рядом	сбер запиши меня на наращивание ресниц куда-нибудь рядом	4.30025
370	files/482a5b119949e14e73a538f0f8cc7c0c.wav	джой чем платить в туркмении	джой чем платить в туркмении	2.7146875
371	files/8da9ed2369e5d7372df67507fc3b6147.wav	салют посчитай пожалуйста восемь процентов от семи миллионов	салют посчитай пожалуйста восемь процентов от семи миллионов	5.114375
372	files/cb986a621532792cb7c54cd9f24b6491.wav	салют какие виды британская короткошерстная кошка ты знаешь	салют какие виды британская короткошёрстная кошка ты знаешь	4.9466874999999995
373	files/bfebef888305a940380c50935d5ae7e7.wav	афина в каких источниках описывается трапециевидная мышца	афина в каких источниках описывается трапициевидная мышца	5.6083125
374	files/1199dde1fb6068a0aebf716a488b7442.wav	джой какие виды лыжные виды спорта ты знаешь	джой какие виды лыжные виды спорта ты знаешь	4.43175
375	files/5ceafe10b27fb314e6eaeb7444d8ad4e.wav	салют старый друг	салют старый друг	2.385
376	files/dfc47a398f8d664f7c89cb1bca346346.wav	салют найти блюз	салют найти блюз	2.5110625
377	files/1ef51d0c860848e337a04ff61720ba74.wav	сбер пожалуйста поставь будильник на завтра на семь часов утра	сбер пожалуйста поставь будильник на завтра на семь часов утра	5.31025
378	files/4e1ea015255931b6aa0e913211135710.wav	сбер стоимость комиссии за услуги внесения или снятия денег посредством банкомата или кассы	сбер стоимость комиссии за услуги внесения или снятия денег посредством банкомата или кассы	7.493875
379	files/fc27b8ff8136811845ea173a9da0e005.wav	салют соверши перевод контакту по записной книжке	салют соверши перевод контакту по записной книжке	4.818625
380	files/854410809555b613fb93943270d75157.wav	сбер переведи тысячу рублей сестре	сбер переведи тысячу рублей сестре	3.9271875
381	files/3080175c0263f446ce72545b1d8783e1.wav	афина сколько стоит на сегодняшний день американский доллар	афина сколько стоит на сегодняшний день американский доллар	5.13925
382	files/80ffbfcf041274deacb7e2648336c1be.wav	салют к какому территориальному банку относится абакан	салют к какому территориальному банку относится абакан	5.55025
383	files/892399fc74376c47aacf73f36c275492.wav	салют российский аукционный дом услуги	салют российский аукционный дом услуги	4.543
384	files/552425f5ad1d673a6bc9d2c03ff174f7.wav	салют карта маршалловы острова	салют карта маршалловы острова	3.81225
385	files/fcea85573b1fa4b69de234c2250a6cf6.wav	сбер почему в лидерах продаж крупных московских книжных магазинов нет книг донцовой люди перестали ее читать или магазины намеренно не включают	сбер почему в лидерах продаж крупных московских книжных магазинов нет книг донцовой люди перестали её читать или магазины намеренно не включают	12.339625
386	files/0c22f2584c6b75a2c9bba8bc1fed9dab.wav	салют фильм с эди мерфи как он искал невесту в америке	салют фильм с эдди мёрфи как он искал невесту в америке	4.67025
387	files/4ae6f3a2360479bd2717d0966b13dafe.wav	афина что значит демпинговать	афина что значит демпинговать	2.900125
388	files/78f6519cffa275f6cc75b341d23d38e2.wav	афина здесь есть проблема с балансом карты	афина здесь есть проблема с балансом карты	4.41225
389	files/864ff67a432c98e60fbe49d18b750198.wav	сбер комиссия за перевод денег	сбер комиссия за перевод денег	2.627625
390	files/1d783c6424f99861df273e3aa4988b6a.wav	сбер что делать если не отображаются данные в личном кабинете сбол	сбер что делать если не отображаются данные в личном кабинете сбол	5.65275
391	files/beda83bc81543b8830c1d7cc8198957d.wav	сбер род войск лейбштандарт	сбер род войск лейбштандарт	3.8226875
392	files/9bf3e406959e69290bffaeb8751efb27.wav	джой увеличить яркость света в три раза в помещении	джой увеличить яркость света в три раза в помещении	5.001
393	files/f0851d60c28ffdf97c524197e6de9f7a.wav	салют код автомобильного номера федеративная республика нигерия	салют код автомобильного номера федеративная республика нигерия	5.97725
394	files/7316949fd38379aa0e04fb3c1a44ed04.wav	афина мне нужны с участием бреда питта	афина мне нужны с участием брэда питта	4.2024375
395	files/8b0c79124873b61a86fb742ae95f04f8.wav	салют позывной аполлон двенадцать	салют позывной аполлон двенадцать	3.429
396	files/764d3d3d59f6064a93383ff57ec4ede7.wav	афина включи здоровое тв	афина включи здоровое тв	3.327875
397	files/e6dda6fb9b407ad9877471cb792a15bb.wav	джой здравствуйте почему у меня не происходит платежный перевод за кредит	джой здравствуйте почему у меня не происходит платёжный перевод за кредит	6.2433125
398	files/46ffea1147ac7107840ef588fd13b5f0.wav	джой заказать малый соленый к просмотру	джой заказать малый солёный к просмотру	4.21775
399	files/7ae184af235090dfc7862d444205d5bd.wav	джой чем может зарабатывать художник	джой чем может зарабатывать художник	3.538875
400	files/5e50e0f9287accd3d776f5c0377dc1f5.wav	салют какие неореализм в кино ты знаешь	салют какие неореализм в кино ты знаешь	4.1438125
401	files/8fa3844fab20ef959a152507adff2862.wav	джой кто из алжир	джой кто из алжира	2.348625
402	files/1b50f7ad277404654353f20bc26fd536.wav	джой могу ли я забрать карту в по другому адресу	джой могу ли я забрать карту по-другому адресу	4.9356875
403	files/bfacd68d93c7e45092b02fb9073ca324.wav	джой сайт центральный музей военно воздушных сил рф	джой сайт центральный музей военно-воздушных сил рф	4.809
404	files/ecbe2c9fd55defe194282dbff8cf19b5.wav	сбер мне так тоскливо и одиноко	сбер мне так тоскливо и одиноко	2.976
405	files/0200b04d96159ed3b76a8264b44823dd.wav	сбер давай отправимся на марс	сбер давай отправимся на марс	2.6494375
406	files/a41c518fd335c6b91d00212b38ca08b7.wav	салют карту потеряла по номеру телефона могу	салют карту потеряла по номеру телефона могу	4.354625
407	files/f9f70bbe81b791db669553ccae427364.wav	джой отправить со сбербанка десять тысяч контакту ольга работа	джой отправить со сбербанка десять тысяч контакту ольга работа	6.356
408	files/a4bcb14129f154fe07e9f95cc369f595.wav	джой мне нужно подключить уведомления по операциям по карте к номеру телефона	джой мне нужно подключить уведомления по операциям по карте к номеру телефона	6.2283125
409	files/ba2c372abca95a908b1fed75be22fd75.wav	салют особенно в каких отраслях этот процесс связан с развитием новых технологий	салют особенно в каких отраслях этот процесс связан с развитием новых технологий	6.88025
410	files/c2f0943473b920f987dfdaf8e6b5346a.wav	афина сделай так чтобы трек повторялся	афина сделай так чтобы трек повторялся	3.4330625
411	files/7e3111ec8e00e767aa6b6892a30e4643.wav	джой на каком языке написано белла	джой на каком языке написана белла	4.6274375
412	files/ca1faf13a9028e1cc2c8562b6ea68371.wav	джой поставь музыку которая сейчас играет еще раз	джой поставь музыку которая сейчас играет ещё раз	4.049
413	files/75514ce3a962634b8aa812aa0955c934.wav	салют в каких фильмах уэса андерсона играл эдриан броуди	салют в каких фильмах уэса андерсона играл эдриан броуди	5.214375
414	files/08e42ad6973d06da25caa1a35926e6d1.wav	сбер сто тугриков сколько в рублях	сбер сто тугриков сколько в рублях	2.6840625
415	files/2475f160c5dd7047d2b762ab101bdd42.wav	афина сколько всего карл мортира	афина сколько всего карл мортира	3.651875
416	files/81ab18f4b9b63338ef7f4f1913886d62.wav	афина давай через пять минут спать	афина давай через пять минут спать	3.4801875
417	files/e1799282b234a4f37b4cd8c0d5d75c84.wav	сбер какие виды парадокс эйнштейна подольского розена ты знаешь	сбер какие виды парадокс эйнштейна подольского розена ты знаешь	5.4456875
418	files/04d1f88a047fd547b3dc86cdf7a03f9e.wav	сбер перетасуй эти песни	сбер перетасуй эти песни	2.2635625
419	files/4a2cb8569a1e3cfb2a1ec5961aba7fee.wav	сбер подскажите самый лучший курс доллара к рублю в москве	сбер подскажите самый лучший курс доллара к рублю в москве	4.109875
420	files/59646387f37b1f1868e3ebe74d5f23ec.wav	афина почему запрещают польские яблоки и турецкие томаты а не китайские товары	афина почему запрещают польские яблоки и турецкие томаты а не китайские товары	6.0395625
421	files/8fe02eca585e84c0a008e07538262361.wav	сбер запиши на коррекцию маникюра и педикюра	сбер запиши на коррекцию маникюра и педикюра	3.50875
422	files/943e3aede5a6a8e418b9c594138f6af5.wav	сбер форсаж известныи саунтрек	сбер форсаж известный саундтрек	3.0415625
423	files/880a170147da07c20c6f56ec0b43beaf.wav	сбер как изменится курс евро на завтра	сбер как изменится курс евро на завтра	2.7535625
424	files/7e9ef83284f5a46d67c50f106152bab5.wav	сбер сколько денег на всех картах	сбер сколько денег на всех картах	2.622375
425	files/43b76bc8b465aff03a317826f2463fea.wav	сбер найди счет за пополнение ерц жкх	сбер найди счёт за пополнение ерц жкх	4.4714375
426	files/6a4f4ee5308cfe26cee9aca52b45665d.wav	джой это было ужасно	джой это было ужасно	2.2295625
427	files/d42f350d8c616b442cb53841ff7c861a.wav	афина сделай на пятнадцать минут вперед	афина сделай на пятнадцать минут вперёд	2.5865
428	files/324b403a93bd8c20135e339ff19d7fd3.wav	афина мне нужно кое что сделать	афина мне нужно кое-что сделать	3.009875
429	files/bcd8d573889f5cee7114e0ed7413cbd4.wav	афина я пошутил	афина я пошутил	1.7658749999999999
430	files/5533a53d72b4e91a7845efeea713ce35.wav	джой николай лебедев фильм про русь	джой николай лебедев фильм про русь	2.9171875
431	files/77d5555cf7875762e9eca63f3f324f15.wav	джой я лучше пойду	джой я лучше пойду	1.7005625
432	files/e1c652e6df00f004768b3baf8354a5ae.wav	афина какие виды эрис ты знаешь	афина какие виды эрис ты знаешь	3.1390000000000002
433	files/3b074602649e7dc257a3580abdcb8fed.wav	джой это грубо	джой это грубо	1.6945000000000001
434	files/6090b1c837db6b6ec1fb4d9955b6bdbd.wav	сбер запишите меня к терапевту на ближайшее время	сбер запишите меня к терапевту на ближайшее время	4.0929375
435	files/1b6cc19b90e9d785372669113af82008.wav	афина пополни счет компании благоустройство	афина пополни счёт компании благоустройство	3.76
436	files/094164c1861344fb32af9c53e3c7f695.wav	афина дайте мне реквизиты моей карты для проведения платежа	афина дайте мне реквизиты моей карты для проведения платежа	4.498625
437	files/ee268fac625a49db0db56fc0bcbe32c7.wav	салют какое количество кинофильмов было снято при помощи синематографа	салют какое количество кинофильмов было снято при помощи синематографа	6.3650625
438	files/b7bc447c6f69d499fdd2de4564f02a40.wav	салют скажи мне название последнего фильма с джонни деппом	салют скажи мне название последнего фильма с джонни деппом	3.6586875
439	files/f14dfc7cd84bf99389d2a0c140fa46c8.wav	афина увеличь яркость на веранде на тридцать пять процентов	афина увеличь яркость на веранде на тридцать пять процентов	4.8834375
440	files/38468c5f7d346bfb39c254e783f95548.wav	джой олег владимирович играет в футбол	джой олег владимирович играет в футбол	3.4370625
441	files/0af12c9f57213f06c2b2f59817038df8.wav	салют покажи телеканал три ангела	салют покажи телеканал три ангела	2.893125
442	files/393d3edb816090c6d4d700b679219bfc.wav	салют лимит кредитной карты как можно увеличить	салют лимит кредитной карты как можно увеличить	3.83275
443	files/40e4a11a71d81bbab8431a0a03a0af34.wav	салют какие виды юрлицо ты знаешь	салют какие виды юрлицо ты знаешь	3.7158125
444	files/c120241e092a5baa9746c5ad79aa54b2.wav	сбер короткое название ека	сбер короткое название ека	3.412
445	files/01571c229158bfac1c769b08896056d7.wav	салют чем платят у тайцев	салют чем платят у тутайцев	2.921875
446	files/1002705c7da808179c0c89a86d7fa181.wav	салют поставь че	салют поставь че	1.8504375
447	files/704e02b32ef7b9cdb36544682425c0a9.wav	сбер пришли на электронную почту справку о платаже	сбер пришли на электронную почту справку о платеже	3.9900625
448	files/7b8a92a02db4a967ce0ef293140721fb.wav	салют в каком городе находится памятник родина мать	салют в каком городе находится памятник вродина мать	3.5569375
449	files/eddf48b305b21cd67d32856fcafcf994.wav	афина прими вызов от альберта	афина прими вызов от альберта	2.705625
450	files/508f135cbb3f4b6b6598e27abddd1bdd.wav	сбер я хочу узнать историю операций по всем картам как мне это сделать	сбер я хочу узнать историю операций по всем картам как мне это сделать	5.898625
451	files/0c25028aa2164b1342ccab953b8c5b06.wav	афина лучший курс доллара в банках гвинеи на сегодня	афина лучший курс доллара в банках гвинеи на сегодня	4.2014375
452	files/5b311c2ad938e0545e43fbb43ce30caa.wav	салют озвучь текущее время	салют озвучь текущее время	3.1284375
453	files/5d311dc1f8e60f3fc699bff90203e1dd.wav	джой как называлась организация для поддержки карт банка америки	джой как называлась организация для поддержки карт банка америки	5.630625
454	files/7fa212b900305c5f4099ead4c8fec70b.wav	афина у эдриана броуди есть актерские награды	афина у эдриана броуди есть актёрские награды	4.7465625
455	files/717712d73873551aafce194d253674fc.wav	джой включи нурбек студио тамада шоумен три	джой включи нурбек студио томадан шоумен три	4.586875
456	files/1d565297916d27e2cc3faaf662276003.wav	джой сколько лет рики мартину	джой сколько лет рике мартину	2.3770625
457	files/4a2747a16bff7288d588833c41c655a7.wav	джой найди мне пожалуйста детектив производства япония интересный	джой найди мне пожалуйста детектив производства япония интересный	5.1128125
458	files/7b1d1442ba484461df312dc79023c5fa.wav	джой скажи ка почем доллар	джой скажи ка почём доллар	2.9050625
459	files/399b599c84f5c2e77d25fe25af359af9.wav	сбер тебе пора	сбер тебе пора	1.3928125
460	files/422877072a3cf691a9f190a88e9f5063.wav	джой поменять офис получение моей карты	джой поменяй офис получения моей карты	3.0459375
461	files/50ca3ac22094cfcf212e9c9d4677cb5d.wav	джой мне песню добрынина синий туман	джой мне песню добрынина синий туман	3.1586875
462	files/8df9ceb0f69a4792dc692716fa6ea278.wav	салют почему не приходят уведомления от банка	салют почему не приходят уведомления от банка	3.30525
463	files/63f7d5600efe28b6af945cd374c3b034.wav	афина где могу отследить статус изготовления дебетовой карты	афина где могу отследить статус изготовления дебетовой карты	5.2419375
464	files/9cb97947f547acdb71ff4a6df07777de.wav	салют как называется валюта в пакистане	салют как называется валюта в пакистане	2.9290000000000003
465	files/80ac8c1b135bac7dfc5b4095ea65a82e.wav	афина дата выхода новой части ангелов чарли	афина дата выхода новой части ангелов чарли	3.8496875
466	files/2360213fbb0450ba77fd32bb846f4caa.wav	салют покажи банкоматы по дороге	салют покажи банкоматы по дороге	2.8945
467	files/de22192f5574943047e3d6a5f8a48f18.wav	афина подтверждаю	афина подтверждаю	2.060375
468	files/4ea631ebc06b4b43e5e76411361072a2.wav	джой попов занимается спортом	джой попов занимается спортом	2.8920624999999998
469	files/b7ce5556e6557b80854395f40a921b10.wav	джой какие псковский кром ты знаешь	джой какие псковский хром ты знаешь	3.8138125
470	files/9e7195964ca3f3dd1dcd7a15c779400c.wav	джой где можно купить валюту	джой где можно купить валюту	2.68375
